,city,college,heightFt,heightIn,location,player,position,rank,rate,school,score,state,weight,year
204990,Deltona,Memphis,6,5,"Deltona, FL, united states of america",Paxton Lynch,PRO,1894,2,Trinity Christian Academy,0.7898,FL,215,2012
204991,Houston,Indiana,6,6,"Houston, TX, united states of america",Dimitric Camiel,OT,1895,2,Westfield,0.7898,TX,285,2012
204992,Amite,Utah,6,1,"Amite, LA, united states of america",Reggie Porter,S,1896,2,Amite,0.7898,LA,185,2012
204993,Salem,Air Force,6,4,"Salem, OR, united states of america",Lochlin Deeks,OG,1897,2,West Salem,0.7898,OR,248,2012
204994,San Antonio,Texas-San Antonio,6,2.5,"San Antonio, TX, united states of america",Skylar Nelson,ILB,1898,2,Alamo Heights,0.7897,TX,217,2012
205695,Buford,LSU,6,2,"Buford, GA, united states of america",Reid Ferguson,LS,1899,2,Buford,0.7897,GA,235,2012
205696,Miami,Western Kentucky,6,4,"Miami, FL, united states of america",Julian Leslie,SDE,1900,2,Coral Reef,0.7896,FL,220,2012
205697,Tulare,Nevada,6,0,"Tulare, CA, united states of america",Xavier Stephens,ILB,1901,2,Tulare Union,0.7896,CA,230,2012
205698,Mentor,Ohio,6,4,"Mentor, OH, united states of america",Kurt Laseak,WDE,1902,2,Mentor,0.7895,OH,220,2012
205699,Chesapeake,NoCollege,6,0,"Chesapeake, VA, united states of america",Sequan Gooding,WR,1903,2,Oscar Smith,0.7894,VA,180,2012
205700,Seattle,Washington State,6,3,"Seattle, WA, united states of america",Sam Flor,OG,1904,2,O'Dea,0.7892,WA,260,2012
205701,Geismar,Louisiana-Monroe,6,3,"Geismar, LA, united states of america",Alec Osborne,TE,1905,2,Dutchtown,0.7892,LA,210,2012
205702,Suwanee,NoCollege,6,3,"Suwanee, GA, united states of america",Scotty Hosch,PRO,1906,2,North Gwinnett,0.7891,GA,185,2012
205703,Clarksville,North Texas,6,3,"Clarksville, TX, united states of america",Jarrian Roberts,ILB,1907,2,Clarksville,0.7891,TX,230,2012
205704,DeSoto,New Mexico,5,10,"DeSoto, TX, united states of america",Ridge Jones,WR,1908,2,DeSoto,0.7891,TX,165,2012
205705,Suwanee,Middle Tennessee State,6,2,"Suwanee, GA, united states of america",Jordan Parker,RB,1909,2,Collins Hill,0.7891,GA,190,2012
205706,Tampa,Youngstown State,6,2,"Tampa, FL, united states of america",Byron Pringle,WR,1910,2,Robinson,0.7889,FL,185,2012
205707,Flower Mound,TCU,6,3,"Flower Mound, TX, united states of america",Josh Carraway,WDE,1911,2,Marcus,0.7889,TX,225,2012
205708,Muncie,Ball State,6,3,"Muncie, IN, united states of america",Ozzie Mann,PRO,1912,2,Delta,0.7888,IN,220,2012
205709,Greenville,NoCollege,6,3,"Greenville, SC, united states of america",T.J. Terrell,SDE,1913,2,J L Mann,0.7887,SC,230,2012
205710,Wilson,East Carolina,6,2,"Wilson, NC, united states of america",Reece Speight,WDE,1914,2,Beddingfield,0.7884,NC,215,2012
205711,Brooklyn,NoCollege,5,10,"Brooklyn, NY, united states of america",Shaquell Jackson,ATH,1915,2,Erasmus Hall,0.7882,NY,190,2012
205712,Fort Meade,FIU,6,2,"Fort Meade, FL, united states of america",Jamie Willis,OLB,1916,2,Fort Meade,0.7882,FL,195,2012
205713,Belle Glade,Akron,6,1,"Belle Glade, FL, united states of america",Jatavis Brown,OLB,1917,2,Glades Central,0.7882,FL,180,2012
205714,Saint John,Eastern Michigan,6,0,"Saint John, IN, united states of america",Ike Spearman,OLB,1918,2,Lake Central,0.7882,IN,211,2012
205715,Canton,NoCollege,5,10,"Canton, MI, united states of america",Donte Fox,ATH,1919,2,Plymouth,0.7882,MI,190,2012
205716,Bakersfield,NoCollege,6,5,"Bakersfield, CA, united states of america",Tyler Ferguson,PRO,1920,2,Ridgeview,0.7882,CA,200,2012
205717,Federal Way,Wyoming,5,11,"Federal Way, WA, united states of america",DJ May,ATH,1921,2,Federal Way,0.7882,WA,185,2012
205718,Dallas,Colorado State,5,10,"Dallas, TX, united states of america",D'arric Thomas,CB,1922,2,Carter,0.7882,TX,170,2012
205719,Bellflower,Fresno State,5,9,"Bellflower, CA, united states of america",Jerry Smith,CB,1923,2,Mayfair,0.7882,CA,170,2012
205720,Birmingham,UAB,6,3,"Birmingham, AL, united states of america",Roderick McKinney,WDE,1924,2,Woodlawn,0.7882,AL,238,2012
205721,Indianapolis,Illinois,6,2,"Indianapolis, IN, united states of america",Ryan Frain,K,1925,2,Scecina Memorial,0.7881,IN,205,2012
205722,Burnsville,Wyoming,6,5,"Burnsville, MN, united states of america",Chase Roullier,OG,1926,2,Burnsville Senior,0.7881,MN,295,2012
205723,Fort Wayne,Western Michigan,6,3,"Fort Wayne, IN, united states of america",Zach Terrell,PRO,1927,2,Homestead,0.7878,IN,210,2012
205724,Chicago,Central Michigan,6,3,"Chicago, IL, united states of america",Lance Sanders,SDE,1928,2,Leo Catholic,0.7877,IL,235,2012
205725,Sandusky,Toledo,6,5,"Sandusky, OH, united states of america",Michael Ebert,TE,1929,2,Perkins,0.7877,OH,247,2012
205726,Simi Valley,San Jose State,6,3,"Simi Valley, CA, united states of america",Jordan Thiel,TE,1930,2,Simi Valley,0.7877,CA,190,2012
205727,Dayton,Toledo,6,7,"Dayton, OH, united states of america",Raymond Marlow Jr.,OT,1931,2,Carroll,0.7877,OH,320,2012
205728,Owosso,Eastern Michigan,6,5,"Owosso, MI, united states of america",Matthew Thornton,OT,1932,2,Owosso,0.7876,MI,285,2012
205729,Wake Forest,NoCollege,6,4,"Wake Forest, NC, united states of america",Evan Duke,WDE,1933,2,Wake Forest,0.7874,NC,220,2012
205730,Pearl,NoCollege,6,3,"Pearl, MS, united states of america",Kirby Wixson,OG,1934,2,Pearl,0.7874,MS,320,2012
205731,Oviedo,NoCollege,6,3,"Oviedo, FL, united states of america",Hunter Boudreau,TE,1935,2,Hagerty,0.7873,FL,220,2012
205732,Minneapolis,Minnesota,6,4,"Minneapolis, MN, united states of america",Duke Anyanwu,ATH,1936,2,Blaine Senior,0.7873,MN,220,2012
205733,Haddonfield,Temple,6,3,"Haddonfield, NJ, united states of america",Shahbaz Ahmed,WDE,1937,2,Paul VI,0.7871,NJ,225,2012
205734,Hazel Green,Troy,6,6,"Hazel Green, AL, united states of america",Tyler Lassiter,OT,1938,2,Hazel Green,0.7871,AL,275,2012
205735,Bartlett,Air Force,6,3,"Bartlett, IL, united states of america",AJ Bilyeu,DUAL,1939,2,Bartlett,0.7871,IL,179,2012
205736,Issaquah,Idaho,6,4,"Issaquah, WA, united states of america",Eric Lemke,TE,1940,2,Issaquah,0.7868,WA,235,2012
205737,Encinitas,Utah,6,3,"Encinitas, CA, united states of america",Jake Jackson,OLB,1941,2,La Costa Canyon,0.7867,CA,200,2012
205738,Port Huron,Toledo,6,4,"Port Huron, MI, united states of america",Alex Zmolik,TE,1942,2,Port Huron,0.7867,MI,213,2012
205739,Lanham,Colorado State,6,3,"Lanham, MD, united states of america",Daniel Nwosu,TE,1943,2,Duval,0.7866,MD,217,2012
205740,Willoughby,Air Force,6,0,"Willoughby, OH, united states of america",Christian Hauber,ILB,1944,2,Kirtland,0.7866,OH,220,2012
205741,Little Rock,Texas-San Antonio,6,4,"Little Rock, AR, united states of america",Zach Conque,PRO,1945,2,Little Rock Christian Academy,0.7866,AR,205,2012
205742,Cincinnati,Bowling Green,6,3,"Cincinnati, OH, united states of america",Jhalil Croley,ILB,1946,2,Princeton,0.7865,OH,240,2012
205743,Opa Locka,UCF,6,5,"Opa Locka, FL, united states of america",Mike Campbell,OT,1947,2,Monsignor Pace,0.7865,FL,250,2012
205744,Fort Pierce,New Mexico State,6,3,"Fort Pierce, FL, united states of america",Inuka Rhaheed,OG,1948,2,Fort Pierce Westwood,0.7864,FL,275,2012
206445,Charlotte,Miami (OH),6,4,"Charlotte, NC, united states of america",Samuel Shisso,WR,1949,2,East Mecklenburg,0.7863,NC,197,2012
206446,North Olmsted,Toledo,5,11,"North Olmsted, OH, united states of america",Marcus Remy,RB,1950,2,North Olmsted,0.7862,OH,184,2012
206447,Franklin,Northern Illinois,6,6,"Franklin, WI, united states of america",Levon Myers,OT,1951,2,Franklin,0.7862,WI,265,2012
206448,Paradise Valley,Arizona,6,0,"Paradise Valley, AZ, united states of america",Cody Ippolito,ILB,1952,2,Chaparral,0.7861,AZ,225,2012
206449,Massillon,Eastern Michigan,6,4,"Massillon, OH, united states of america",Darien Terrell,OT,1953,2,Jackson,0.7860,OH,340,2012
206450,Katy,Rice,6,3,"Katy, TX, united states of america",Connor Cella,TE,1954,2,Taylor,0.7858,TX,242,2012
206451,Albany,UAB,6,3,"Albany, GA, united states of america",Roscoe Byrd,OG,1955,2,Albany,0.7858,GA,310,2012
206452,Salt Lake City,Hawaii,6,4,"Salt Lake City, UT, united states of america",Gus Lavaka,OG,1956,2,Kearns,0.7858,UT,300,2012
206453,Senatobia,Ole Miss,5,10,"Senatobia, MS, united states of america",Quintavius Burdette,RB,1957,2,Senatobia Jr Sr,0.7857,MS,180,2012
206454,Severn,NoCollege,6,5,"Severn, MD, united states of america",Shayne Sullivan,OT,1958,2,Archbishop Spalding,0.7854,MD,275,2012
206455,Redlands,Idaho,6,3,"Redlands, CA, united states of america",Austin Decoud,PRO,1959,2,Redlands East Valley,0.7852,CA,200,2012
206456,Pittsburgh,Bowling Green,6,3,"Pittsburgh, PA, united states of america",J.J. Beggan,OG,1960,2,Seton-La Salle,0.7848,PA,289,2012
206457,Waukesha,Ball State,6,3,"Waukesha, WI, united states of america",Connor Stefanski,OG,1961,2,Waukesha West,0.7847,WI,284,2012
206458,Chicago,Western Michigan,6,5,"Chicago, IL, united states of america",Nick Roach,OT,1962,2,Mount Carmel,0.7842,IL,295,2012
206459,Pell City,UAB,6,4,"Pell City, AL, united states of america",Steve Pickren,TE,1963,2,Pell City Sch,0.7842,AL,220,2012
206460,Cypress,Air Force,5,8,"Cypress, TX, united states of america",John Jacob,RB,1964,2,Cy-Fair,0.7842,TX,174,2012
206461,Naples,Navy,6,1,"Naples, FL, united states of america",Ken Mouton,DUAL,1965,2,Golden Gate,0.7840,FL,205,2012
206462,Punta Gorda,NoCollege,6,4,"Punta Gorda, FL, united states of america",Zach Hammond,PRO,1966,2,Charlotte,0.7840,FL,190,2012
206463,Washington,Monmouth,6,3,"Washington, DC, united states of america",Benjamin ONett,PRO,1967,2,St. John's College HS,0.7839,DC,210,2012
206464,Noblesville,Air Force,6,5,"Noblesville, IN, united states of america",Sam Pearce,TE,1968,2,Noblesville,0.7838,IN,230,2012
206465,Danville,Utah State,6,5,"Danville, CA, united states of america",Jake Simonich,OT,1969,2,San Ramon Valley,0.7836,CA,265,2012
206466,Tuscaloosa,Troy,6,3,"Tuscaloosa, AL, united states of america",Luke Lawrence,OG,1970,2,Hillcrest,0.7833,AL,290,2012
206467,Brownsboro,Louisiana-Monroe,6,3,"Brownsboro, TX, united states of america",Nick Jones,TE,1971,2,Brownsboro,0.7833,TX,244,2012
206468,Absecon,NoCollege,6,4,"Absecon, NJ, united states of america",Nico D'Angelo,OG,1972,2,Holy Spirit,0.7832,NJ,275,2012
206469,Goose Creek,South Carolina State,5,10,"Goose Creek, SC, united states of america",Virgil Smalls,FB,1973,2,Goose Creek,0.7832,SC,260,2012
206470,Orlando,Marshall,6,1,"Orlando, FL, united states of america",Andre Scott,ATH,1974,2,Oak Ridge,0.7832,FL,180,2012
206471,Fort Lauderdale,NoCollege,5,9,"Fort Lauderdale, FL, united states of america",Kolby Gray,ATH,1975,2,Fort Lauderdale,0.7832,FL,175,2012
206472,Pompano Beach,Florida Atlantic,5,9,"Pompano Beach, FL, united states of america",Adrian Burton,CB,1976,2,Blanche Ely,0.7832,FL,160,2012
206473,Fort Lauderdale,NoCollege,5,11,"Fort Lauderdale, FL, united states of america",Dinero Moss,CB,1977,2,Piper,0.7832,FL,175,2012
206474,Miami,FIU,6,0,"Miami, FL, united states of america",Jeremiah McKinnon,CB,1978,2,Miami Southridge,0.7832,FL,165,2012
206475,Hawthorne,NoCollege,6,0,"Hawthorne, FL, united states of america",Marcus Gordon,OLB,1979,2,Hawthorne,0.7832,FL,200,2012
206476,Lexington,East Carolina,6,3,"Lexington, NC, united states of america",Quandarius Crump,ATH,1980,2,Lexington Senior,0.7832,NC,210,2012
206477,West Covina,NoCollege,6,2,"West Covina, CA, united states of america",Justen Meaders,OLB,1981,2,West Covina,0.7832,CA,210,2012
206478,Harvey,Tulane,6,1,"Harvey, LA, united states of america",Royce LaFrance,OLB,1982,2,Helen Cox,0.7832,LA,210,2012
206479,Mason,Miami (OH),6,0,"Mason, OH, united states of america",Josh Dooley,OLB,1983,2,William Mason,0.7832,OH,205,2012
206480,Missouri City,New Mexico,5,10,"Missouri City, TX, united states of america",Vershad Jackson,CB,1984,2,Fort Bend Marshall,0.7832,TX,160,2012
206481,Dallas,UNLV,6,0,"Dallas, TX, united states of america",David Greene,ATH,1985,2,Skyline,0.7832,TX,180,2012
206482,San Antonio,Air Force,6,0,"San Antonio, TX, united states of america",Nick Coleman,CB,1986,2,East Central,0.7832,TX,180,2012
206483,Fort Lauderdale,Utah State,5,7,"Fort Lauderdale, FL, united states of america",Bruce Natson,WR,1987,2,Boyd Anderson,0.7832,FL,150,2012
206484,Phoenix,New Mexico,6,3,"Phoenix, AZ, united states of america",Marquis Bundy,WR,1988,2,Boulder Creek,0.7832,AZ,180,2012
206485,Barrington,Toledo,6,0,"Barrington, IL, united states of america",Chase Murdock,ATH,1989,2,Barrington,0.7832,IL,205,2012
206486,Tallahassee,Troy,6,1,"Tallahassee, FL, united states of america",Juan Neloms,ATH,1990,2,Tallahassee Leon,0.7832,FL,180,2012
206487,Port Charlotte,Marshall,6,4,"Port Charlotte, FL, united states of america",Marcus Gilchrist,SDE,1991,2,Port Charlotte,0.7831,FL,220,2012
206488,West Palm Beach,Wake Forest,6,3,"West Palm Beach, FL, united states of america",Teddy Matthews,OLB,1992,2,Royal Palm Beach,0.7831,FL,205,2012
206489,Cincinnati,Ball State,6,6,"Cincinnati, OH, united states of america",Steven Bell,OT,1993,2,Indian Hill,0.7831,OH,290,2012
206490,Stone Mountain,Ohio,6,4,"Stone Mountain, GA, united states of america",Nick Gibbons,OT,1994,2,Stephenson,0.7831,GA,308,2012
206491,Fort Worth,Rice,6,3,"Fort Worth, TX, united states of america",Spencer Stanley,OG,1995,2,Trinity Valley School,0.7831,TX,250,2012
206492,Logan,Utah State,5,9.5,"Logan, UT, united states of america",DJ Nelson,DUAL,1996,2,Logan,0.7831,UT,185,2012
206493,Birmingham,NoCollege,6,4,"Birmingham, AL, united states of america",Paul Davis,OT,1997,2,Mountain Brook,0.7828,AL,280,2012
206494,Roanoke,East Carolina,6,6,"Roanoke, VA, united states of america",Ryan Revia,OT,1998,2,Patrick Henry,0.7828,VA,303,2012
207195,Mesa,San Jose State,6,3,"Mesa, AZ, united states of america",Billy Freeman,TE,1999,2,Red Mountain,0.7827,AZ,232,2012
207196,Spanaway,NoCollege,6,3,"Spanaway, WA, united states of america",David Fontenette,WR,2000,2,Bethel,0.7824,WA,200,2012
207197,Hollywood,NoCollege,6,3,"Hollywood, FL, united states of america",Jean-Marc Charles,WDE,2001,2,Hollywood Hills,0.7824,FL,230,2012
207198,Ventura,NoCollege,6,3,"Ventura, CA, united states of america",Ben Dixon,WDE,2002,2,St. Bonaventure,0.7824,CA,245,2012
207199,Haughton,McNeese State,6,1,"Haughton, LA, united states of america",Damon Gladney,WR,2003,2,Haughton,0.7824,LA,180,2012
207200,New Orleans,Tulane,6,4,"New Orleans, LA, united states of america",Devin Powell,DUAL,2004,2,O Perry Walker,0.7824,LA,210,2012
207201,Ozark,Arkansas State,6,5,"Ozark, AR, united states of america",Colton Jackson,OT,2005,2,Ozark,0.7824,AR,250,2012
207202,San Antonio,Rice,5,11,"San Antonio, TX, united states of america",Darik Dillard,RB,2006,2,MacArthur,0.7824,TX,175,2012
207203,New Braunfels,Tulane,6,5,"New Braunfels, TX, united states of america",Colton Hanson,OT,2007,2,New Braunfels,0.7824,TX,268,2012
207204,Oxford,Central Michigan,6,7,"Oxford, MI, united states of america",Collin Goetz,OT,2008,2,Oxford,0.7824,MI,240,2012
207205,Holt,Bowling Green,6,7,"Holt, MI, united states of america",Ben Steward,OT,2009,2,Holt Senior,0.7822,MI,280,2012
207206,Hamshire,Houston,6,5,"Hamshire, TX, united states of america",Cameron Malveaux,WDE,2010,2,Hamshire-Fannett,0.7817,TX,217,2012
207207,Midland,Eastern Michigan,6,5,"Midland, MI, united states of america",Andrew Wylie,OT,2011,2,Midland,0.7816,MI,275,2012
207208,Livonia,Central Michigan,6,4,"Livonia, MI, united states of america",Kevin D'Arcy,OT,2012,2,Stevenson,0.7816,MI,285,2012
207209,Canton,Akron,6,5,"Canton, OH, united states of america",Kevin Mills,OT,2013,2,McKinley,0.7816,OH,270,2012
207210,Lawton,Houston,5,11,"Lawton, OK, united states of america",Adrian McDonald,ATH,2014,2,Eisenhower,0.7815,OK,165,2012
207211,Round Rock,SMU,6,4,"Round Rock, TX, united states of america",Brian Cramer,DT,2015,2,Stony Point,0.7815,TX,237,2012
207212,Dayton,Toledo,6,0,"Dayton, OH, united states of america",Armani Miller,WR,2016,2,Wayne,0.7814,OH,181,2012
207213,Boston,Boston College,6,0,"Boston, MA, united states of america",Joel Zoungrana,WR,2017,2,Champlain-Lennoxville,0.7814,MA,182,2012
207214,Scottsdale,Arizona State,6,0,"Scottsdale, AZ, united states of america",Easton Wahlstrom,LS,2018,2,Desert Mountain,0.7814,AZ,242,2012
207215,Lanoka Harbor,NoCollege,6,4,"Lanoka Harbor, NJ, united states of america",Tyrell Smith,DT,2019,2,Lacey Twp,0.7810,NJ,290,2012
207216,Federal Way,Eastern Washington,6,2,"Federal Way, WA, united states of america",Jordan Pulu,ILB,2020,2,Federal Way,0.7808,WA,235,2012
207217,Reading,Eastern Michigan,6,4,"Reading, PA, united states of america",Christian Menet,TE,2021,2,Reading,0.7807,PA,235,2012
207218,Indianapolis,Ball State,6,3,"Indianapolis, IN, united states of america",Michael Raby,TE,2022,2,North Central,0.7806,IN,250,2012
207219,Chicago,Northern Illinois,6,2,"Chicago, IL, united states of america",Desroy Maxwell,SDE,2023,2,Amundsen,0.7806,IL,240,2012
207220,Greer,NoCollege,6,0,"Greer, SC, united states of america",Adam Ah Ching,ILB,2024,2,Greer,0.7803,SC,209,2012
207221,Gastonia,Appalachian State,6,3,"Gastonia, NC, united states of america",Jamie Collmar,OG,2025,2,Forestview,0.7802,NC,275,2012
207222,Lawrenceburg,Northwestern,6,1,"Lawrenceburg, KY, united states of america",Chris Fitzpatrick,LS,2026,2,Anderson County,0.7799,KY,230,2012
207223,Chesapeake,Virginia Military Institute,6,4,"Chesapeake, VA, united states of america",Jordan Veal,OG,2027,2,Western Branch,0.7799,VA,308,2012
207224,Lake Worth,NoCollege,6,0,"Lake Worth, FL, united states of america",Evan Moore,DUAL,2028,2,Lake Worth,0.7799,FL,170,2012
207225,Charleston,Charlotte,6,2,"Charleston, SC, united states of america",Justin Bolus,S,2029,2,James Island Charter,0.7799,SC,190,2012
207226,Lexington,Newberry,6,3,"Lexington, SC, united states of america",Jalen Cook,WR,2030,2,Lexington,0.7799,SC,190,2012
207227,West Jordan,Weber State,6,0,"West Jordan, UT, united states of america",Martavius Redmond,WR,2031,2,West Jordan,0.7799,UT,175,2012
207228,Spiro,NoCollege,5,9,"Spiro, OK, united states of america",KJ Booze,ATH,2032,2,Spiro,0.7799,OK,165,2012
207229,Clinton,NoCollege,6,1,"Clinton, MS, united states of america",Herbert Harris,OLB,2033,2,Clinton,0.7799,MS,235,2012
207230,Covington,Appalachian State,5,11,"Covington, GA, united states of america",Dante Blackmon,ATH,2034,2,Eastside,0.7799,GA,184,2012
207231,Hialeah,NoCollege,5,7,"Hialeah, FL, united states of america",Hansley Fleurejus,APB,2035,2,Hialeah,0.7799,FL,165,2012
207232,East Saint Louis,NoCollege,5,7,"East Saint Louis, IL, united states of america",Jeremy Nicholson,APB,2036,2,East St. Louis,0.7799,IL,180,2012
207233,League City,NoCollege,5,11,"League City, TX, united states of america",Jesse Washington,S,2037,2,Clear Springs,0.7799,TX,180,2012
207234,Brenham,Texas State,6,0,"Brenham, TX, united states of america",Jerrid Jeter-Gilmon,OLB,2038,2,Brenham,0.7799,TX,210,2012
207235,Plano,NoCollege,6,1,"Plano, TX, united states of america",Toby Obumseli,OLB,2039,2,Plano East,0.7799,TX,215,2012
207236,Sugar Land,Texas State,6,1,"Sugar Land, TX, united states of america",Stephen Smith,OLB,2040,2,Dulles,0.7799,TX,210,2012
207237,Rosenberg,NoCollege,5,10,"Rosenberg, TX, united states of america",Keith Greenwood,ATH,2041,2,Terry,0.7799,TX,175,2012
207238,Cedar Park,Rice,6,1,"Cedar Park, TX, united states of america",Zach Espinosa,S,2042,2,Cedar Park,0.7799,TX,200,2012
207239,Vandalia,Ball State,6,4,"Vandalia, OH, united states of america",Miles Eaton,OT,2043,2,Butler,0.7797,OH,304,2012
207240,Na,UNLV,6,6,"Na, NA, united states of america",Tom Clarkson,OT,2044,2,Vancouver College Prep,0.7795,NA,285,2012
